,links,names,Type,Duration,Price,difficulty,Description,platform
207,https://online-learning.harvard.edu/course/ascending-peak-finding-leader-within%E2%80%94virtual?delta=0,Ascending the Peak: Finding the Leader Within—Virtual,Business,self paced,"$5,500",Intermediate,"Today's organizations need men and women who can lead with courage and conviction through challenging times and toward worthy, positive change. Each session of this live online program will explore the tools, behaviors, insights, and self-awareness of iconic leaders, how they used these assets toward powerful ends, and how they brought those they led along in pursuit of their respective missions. You will leave the program with an array of actionable learning outcomes, including the development of your own personal leadership plan.",Executive Education
208,https://online-learning.harvard.edu/course/leadership-development-advance-equity-health-care-0?delta=0,Leadership Development to Advance Equity in Health Care,Health & Medicine,self paced,"$2,700",Advanced,"One of the most glaring and seemingly intractable challenges facing health care organizations and professionals today is the absence of health equity for their patient population. Disparities in health care between groups defined socially, economically, demographically, or geographically are, in the World Health Organization’s (WHO) definition of health equity, “unfair and avoidable or remediable.” This program will teach you how to recognize, confront and remediate unfair practices and advance health equity in your community or practice.  Traditional medical education lacks training on how the health care system is influenced by black and brown racism and how outdated policies perpetuate disparities. To help fill this knowledge gap and refine your leadership skills through a health equity lens, this program delves into the current state of the health care system and the latest research on the social determinants of health. Using this knowledge, we will examine how specific policies adversely affect vulnerable populations and explore inequities from a policy and business perspective. We will analyze factors impacting patients and health care providers, such as identity/identification, “minority tax,” imposter syndromes, implicit bias, work-life integration, and secondary stress refracted through systems. You will discover how to lead conversations with colleagues and partners to improve your organization’s policies and procedures and, ultimately, the health of your community at large.",Executive Education
209,https://online-learning.harvard.edu/course/disruptive-innovation-leveraging-multi-sided-platforms?delta=1,Disruptive Innovation: Leveraging Multi-Sided Platforms,Business,self paced,"$1,450",Intermediate,"Multi-sided platform businesses have massively disrupted the business world. The success of Uber and AirBnb radically altered the transportation and lodging industries. As technology continues to evolve rapidly, thousands of other platform ventures hope to have similar impacts on other sectors.",Executive Education
210,https://online-learning.harvard.edu/course/digital-health?delta=1,Digital Health,Health & Medicine,self paced,"$1,600",Introductory,Can a fitness tracker on your wrist guide your medical decision-making or help develop new drugs? ,Executive Education
211,https://online-learning.harvard.edu/course/leading-more-effective-teams?delta=2,Leading More Effective Teams,Business,self paced,"$2,895",Intermediate,"Great teams are energizing and productive, delivering breakthrough results. But high-performing teams only happen as a result of intentional, strategic work on your part, the team leader.",Executive Education
212,https://online-learning.harvard.edu/course/disruptive-innovation-leveraging-multi-sided-platforms?delta=1,Disruptive Innovation: Leveraging Multi-Sided Platforms,Business,self paced,"$1,450",Intermediate,"Multi-sided platform businesses have massively disrupted the business world. The success of Uber and AirBnb radically altered the transportation and lodging industries. As technology continues to evolve rapidly, thousands of other platform ventures hope to have similar impacts on other sectors.",Executive Education
213,https://online-learning.harvard.edu/course/business-strategy?delta=1,Business Strategy,Business,self paced,"$1,750",Introductory,"Business Strategy is an online course that enables anyone to think and act strategically. You’ll learn an effective, easy-to-grasp framework that some of the world’s best companies use to create value and achieve outstanding financial performance.",Executive Education
214,https://online-learning.harvard.edu/course/career-advancement-and-leadership-skills-women-healthcare?delta=0,Career Advancement and Leadership Skills for Women in Healthcare,Health & Medicine,self paced,"$985 - $1,085",Advanced,"This is an accredited, livestreamed course offered by Spaulding Rehabilitation Hospital, Massachusetts General Hospital and Brigha and Women's Hospital.",Executive Education
215,https://online-learning.harvard.edu/course/seventh-annual-board-review-and-update-pulmonary-and-critical-care-medicine?delta=0,Seventh Annual Board Review and Update in Pulmonary and Critical Care Medicine ,Health & Medicine,self paced,"$445 - $1,095",Advanced,"This is an accredited course offered by Massachusetts General Hospital can be attended in person or by livestream. This course is targeted to pulmonologists, intensivists, pulmonary and critical care fellows, residents in training, and allied health professionals (nurse practitioners and physician assistants) specializing in pulmonary and critical care medicine.",Executive Education
216,https://online-learning.harvard.edu/course/training-teach-medicine?delta=1,Training to Teach in Medicine,Education & Teaching,self paced,"$7,000",Advanced,"To successfully train the next generation of health care professionals, medical educators must utilize innovative teaching strategies and techniques in both classroom and clinical settings. Training to Teach in Medicine is an online program that integrates traditional and novel pedagogic methods, skills-based training, two live virtual workshops, online learning modules, individual and team projects, as well as a final capstone project to benefit your home institution. ",Executive Education
217,https://online-learning.harvard.edu/course/diabetes-and-its-complications?delta=0,DIABETES and Its COMPLICATIONS,Health & Medicine,self paced,$675 - $775,Advanced,"This is an accredited, livestreamed course offered by Beth Israel Deaconess Medical Center. This course is targeted to Internists, Family Physicians, Hospitalists, Endocrinologists, Geriatricians, Nurse Practitioners, Physician Assistants, Certified Diabetes Educators.",Executive Education
218,https://online-learning.harvard.edu/course/caring-your-whole-patient-addressing-mental-health-treatment-chronic-conditions?delta=0,Caring for Your Whole Patient: Addressing Mental Health in the Treatment of Chronic Conditions,Health & Medicine,self paced,$385 - $540,Advanced,"This is an accredited, in-person course offered by Harvard Medical School. This course is targeted to Primary Care Physicians, Specialty Physicians, Nurses, Nurse Practitioners, Physician Assistants, Psychologists ",Executive Education
219,https://online-learning.harvard.edu/course/constitution-beginning-end?delta=0,The Constitution Beginning to End,Social Sciences,self paced,$990,Introductory,"We thoroughly examine the US Constitution, every part, beginning to end, enlivened with historical and legal insights. For complete and current details about this Harvard Extension course, see the description in the DCE Course Search.",Executive Education
220,https://online-learning.harvard.edu/course/leading-law-firm-future?delta=0,Leading the Law Firm of the Future,Social Sciences,self paced,"$17,000",Advanced,"Taught by renowned Harvard Law School faculty, the program will explore strategies for acquiring and retaining talent, managing digital transformation, shifting the firm’s culture, and redefining the services provided to clients. Participants will have the opportunity to connect with peers from around the world to share experiences and perspectives – and return to their firms with renewed energy to ready their firm for the future.",Executive Education
221,https://online-learning.harvard.edu/course/leading-your-organizations-digital-transformation?delta=1,Leading Your Organization's Digital Transformation,Business,self paced,"$4,895",Intermediate,"To stay competitive in today’s economy, many organizations need to undergo a wholescale upgrade into the digital world. The path to successful digital transformation is rarely clear or easy. But leaders with a greater understanding of what digital disruption means today will be empowered to invest their resources, time, and talent in ways that more effectively promote their organization’s long-term digital transformation.",Executive Education
222,https://online-learning.harvard.edu/course/neurological-emergencies?delta=0,Neurological Emergencies,Health & Medicine,self paced,$795 - $895,Advanced,"This is an accredited, livestreamed course offered by Beth Israel Deaconess Medical Center and Massachusetts General Hospital. This course is targeted to PHYSICIANS, NPs, PAs, APNs, RNs, and other practitioners in the fields of: Emergency Medicine, Neurology (Inpatient and Outpatient), Critical Care, Hospital Medicine, Internal Medicine, Family Medicine, and Urgent Care.",Executive Education
223,https://online-learning.harvard.edu/course/data-science-business?delta=2,Data Science for Business,Data Science,self paced,"$1,600",Introductory,Do you trust your data? Can you use data to tell a compelling story and motivate or inform your business decision-making?,Executive Education
224,https://online-learning.harvard.edu/course/sustainable-business-strategy?delta=2,Sustainable Business Strategy,Business,self paced,"$1,750",Introductory,"Climate change. Income inequality. Social injustice. These are just three of the big problems of our time. In Sustainable Business Strategy, you will learn how businesses can thrive and grow while simultaneously playing a major role in solving some of these big problems. You will also learn how you as an individual can make a difference.",Executive Education
225,https://online-learning.harvard.edu/course/data-science-business?delta=2,Data Science for Business,Data Science,self paced,"$1,600",Introductory,Do you trust your data? Can you use data to tell a compelling story and motivate or inform your business decision-making?,Executive Education
226,https://online-learning.harvard.edu/course/snoring-and-sleep-disordered-breathing-evaluation-and-management-0?delta=0,Snoring and Sleep Disordered Breathing - Evaluation and Management ,Health & Medicine,self paced,$265 - $765,Advanced,"This is an accredited, livestreamed course offered by Massachusetts Eye and Ear. This course is targeted to: Primary Care Physicians, Specialty Physicians, Nurses, Nurse Practitioners, Physician Assistants.",Executive Education
227,https://online-learning.harvard.edu/course/principles-real-estate-applied-methods?delta=0,Principles of Real Estate: Applied Methods,Business,self paced,"$1,980",Intermediate,"This on campus, active learning weekend is an immersive learning experience for investing in real estate. Students participate in a property investment simulation based on real-life assets in the Harvard Square area. Working in teams, students gain hands-on experience in conducting market research, identifying acquisition targets, performing financial due diligence, and developing persuasive investment proposals. At the end of the weekend, teams present their investment opportunities to the class, exposing students to a variety of presentation styles and techniques that can strengthen their own investment pitches in the future. Augmented by Harvard Business School case studies, the experience takes students from Harvard's campus into the neighborhoods beyond as they practice market analysis and real estate investment decision making. For complete and current details about this Harvard Extension course, see the description in the DCE Course Search.",Executive Education
228,https://online-learning.harvard.edu/course/families-business?delta=0,Families in Business,Business,self paced,"$11,875+",Advanced,"Like every company, family businesses must strive for growth amidst fierce competition, an evolving marketplace, and demanding customers. But family businesses also face a unique set of challenges and opportunities. In this personalized learning experience, you'll discover how to leverage the intrinsic strengths of your family business and to implement practices that drive high performance, shareholder loyalty, and healthy family relationships.",Executive Education
229,https://online-learning.harvard.edu/course/compensation-committees-new-challenges-new-solutions?delta=0,"Compensation Committees: New Challenges, New Solutions",Business,self paced,"$6,800",Advanced,"Executive compensation has become a flashpoint issue for board members, institutional investors, regulators, and the media. Examining critical market and regulatory issues, this board leadership program enables compensation committee chairs and members to design more effective compensation programs. You will explore best practices for aligning executive pay to business strategy and company goals and for meeting shareholder expectations as the regulatory climate evolves.",Executive Education
230,https://online-learning.harvard.edu/course/harvard-negotiation-master-class-0?delta=0,Harvard Negotiation Master Class,Business,self paced,"$5,997",Advanced,What if you could negotiate at an even higher level? The Harvard Negotiation Master Class is designed for people like you: strong negotiators who want to become even better ones.,Executive Education
231,https://online-learning.harvard.edu/course/managing-yourself-and-others?delta=10,Managing Yourself and Others,Business,self paced,"$2,895",Intermediate,"Think of the leaders you most admire. They seem to easily juggle competing demands, confidently motivate their teams to achieve optimum results, effectively navigate across the organization, and never lose their composure. These executives make the job look simple—but it’s not.",Executive Education
232,https://online-learning.harvard.edu/course/trauma-and-acute-care-symposium-0?delta=0,Trauma and Acute Care Symposium ,Health & Medicine,self paced,$600 - $850,Advanced,"This is an accredited, in-person course offered by Mass General Brigham. This course is targeted to Primary Care Physicians, Specialty Physicians, Nurses, Nurse Practitioners, Pharmacists, and Physician Assistants.",Executive Education
233,https://online-learning.harvard.edu/course/creative-thinking-innovative-solutions-complex-challenges?delta=7,Creative Thinking: Innovative Solutions to Complex Challenges,Business,self paced,"$2,895",Intermediate,"The most successful executives are inspiring leaders, smart strategists—and creative thinkers. They recognize the need to harness new thinking to envision a desired future.  ",Executive Education
234,https://online-learning.harvard.edu/course/audit-committees-new-era-governance?delta=1,Audit Committees in a New Era of Governance,Business,self paced,"$6,800",Advanced,"As the focus on corporate governance and oversight has grown, so has the complexity of regulatory challenges facing audit committees. This corporate governance strategy program explores the best practices that your audit committee can use to fulfill its mandate and increase its strategic contribution. You will acquire the frameworks to align corporate strategy with financial reporting—and help your company operate more effectively in today's rigorous market and regulatory environment.",Executive Education
235,https://online-learning.harvard.edu/course/positive-workplace-building-employee-engagement-and-satisfaction?delta=1,The Positive Workplace: Building Employee Engagement and Satisfaction,Business,self paced,"$2,895",Intermediate,"When workers truly enjoy their work, their commitment to the company improves, attrition decreases, and productivity increases. This creates the upward spiral of positivity where employees are happier because they feel valued and respected. This translates into better mental health, as well as increased productivity and corporate profitability.",Executive Education
236,https://online-learning.harvard.edu/course/data-science-principles?delta=0,Data Science Principles,Business,self paced,$950,Introductory,Are you prepared for our data-driven world? ,Harvard Business School Online
237,https://online-learning.harvard.edu/course/strategy-health-care-delivery?delta=0,Strategy for Health Care Delivery,Business,self paced,"$6,800",Advanced,"When you improve value, everyone wins—your patients, your organization, and the global health care ecosystem. This program examines the latest strategies and organizational models for transforming the way health care is delivered, measured, and reimbursed. Empowered with new insights and capabilities, you will return to your organization prepared to implement and oversee a value-based health care approach that lowers costs and improves outcomes.",Harvard Business School Online
238,https://online-learning.harvard.edu/course/emotional-intelligence-leadership?delta=8,Emotional Intelligence in Leadership,Business,self paced,"$2,895",Intermediate,"Emotional intelligence is a powerful component of effective leadership. It’s the ability to recognize and positively manage emotions in yourself, others, and among groups. This 2-day intensive online program is designed to help you gain an honest awareness of yourself and how your behavior impacts others. We’ll move beyond the basics of emotional intelligence to concentrate on using it to build trust, manage difficult discussions, build resilience, enhance team performance, and lead for long-term success.",Harvard Business School Online
239,https://online-learning.harvard.edu/course/innovation-and-strategy?delta=8,Innovation and Strategy,Business,self paced,"$2,895",Intermediate,"Today’s top companies succeed by making innovation a fundamental part of their strategy. As the pace of change continues to increase and the threat of disruption becomes the new normal, companies need to have a focused and effective approach to innovation. Apple, Amazon, Intuit, and other industry leaders continue to build breakthroughs—strategies that reshape markets, deliver greater value at a lower cost, redefine channels, and force competitors to scramble.",Harvard Business School Online
240,https://online-learning.harvard.edu/course/surgery-thyroid-and-parathyroid-glands-0?delta=0,Surgery of the Thyroid and Parathyroid Glands,Health & Medicine,self paced,$200 - $575,Advanced,"This is an accredited, livestreamed course offered by Massachusetts General Hospital and Mass Eye and Ear. This course is targeted to Specialty Physicians, Physicians (MD/DO), Residents/Fellows, Nurses (RN/APRN) and Allied Health Professionals.",Harvard Business School Online
241,https://online-learning.harvard.edu/course/voting-rights-race-and-supreme-court?delta=0,"Voting Rights, Race, and the Supreme Court",Social Sciences,self paced,$990,Introductory,"In 1870, the Fifteenth Amendment to the Constitution prohibited the states from denying the right to vote ""on account of"" race. But the states of the former Confederacy devised ways to evade this prohibition, and beginning in 1890 they adopted new constitutions that effectively disfranchised Black Americans for 75 years. With few exceptions, Congress and the Supreme Court did not interfere. Not until the landmark Voting Rights Act of 1965 did the Fifteenth Amendment come alive, vigorously enforced by the US Department of Justice and upheld by the court. But the tide has turned in the twenty-first century. The Supreme Court in 2013 nullified a key provision of the Voting Rights Act, enabling states to impose new impediments on access to the polls in 2022 and to dilute minority voting strength through partisan redistricting (gerrymandering). We examine the history of race and voting rights in US law, from antebellum laws and the Fifteenth Amendment to the Voting Rights Act, and the retreat from those rights by Congress and the Supreme Court, first in the era of Jim Crow and again now. For complete and current details about this Harvard Extension course, see the description in the DCE Course Search.",Harvard Business School Online
242,https://online-learning.harvard.edu/course/women-boards-succeeding-corporate-director?delta=0,Women on Boards: Succeeding as a Corporate Director,Business,self paced,"$13,000",Advanced,"Traditionally, the majority of board appointments are made through informal networks that are especially hard for women to break into. Designed specifically for top women executives, this program provides insight into navigating the board selection process and maximizing your success as a corporate director. Focused on the critical issues facing boards today, you will learn how to approach board selection strategically, raise your profile—and find your best match.",Harvard Business School Online
243,https://online-learning.harvard.edu/course/mediating-disputes-1?delta=0,Mediating Disputes,Business,self paced,"$5,997",Intermediate,"In this popular program you will acquire the practical skills and techniques for facilitating mediations between disputing parties. From family and employment matters to public policy and business disagreements, you will discover effective ways to settle differences and mediate disputes across a variety of contexts.",Harvard Business School Online
244,https://online-learning.harvard.edu/course/strategies-leading-successful-change-initiatives-mastery-session?delta=1,Strategies for Leading Successful Change Initiatives: Mastery Session,Business,self paced,"$3,995",Advanced,Change initiatives are the vehicles by which strategy is delivered. They represent the most significant dimension in determining whether goals and objectives are achieved.,Harvard Business School Online
245,https://online-learning.harvard.edu/course/primary-care-pediatrics-0?delta=0,Primary Care Pediatrics,Health & Medicine,self paced,$180 - $650,Advanced,"This accredited course offered by Mass General Brigham can be attended livestream or in person. This course is targeted to Primary Care Physician, Nurse Practitioners, Residents/ Fellow, and Allied Health Professionals.",Harvard Business School Online
246,https://online-learning.harvard.edu/course/leadership-coaching-strategies?delta=7,Leadership Coaching Strategies,Business,self paced,"$2,895",Intermediate,"Designed for managers and leaders who have direct reports, this is a foundational program about the world of coaching. Coaching is a skill anyone can learn and one which we can all improve.",Harvard Business School Online
247,https://online-learning.harvard.edu/course/becoming-leader-developing-your-style-and-making-sound-decisions?delta=10,Becoming a Leader: Developing Your Style and Making Sound Decisions,Business,self paced,"$2,895",Intermediate,"Designed for first-line and mid-level managers positioned to take on increasing leadership roles in their organizations, this program analyzes the symbiotic relationship between leadership and decision making. It combines theory and practice to inform participants on how effective decisions can be made, as well as how bad decisions can be avoided. Attention will be paid to research in emotional intelligence as a framework for understanding the dual aspects of the decision-making process: intuitive vs. rational, and the respective values of both.",Harvard Business School Online
248,https://online-learning.harvard.edu/course/succeeding-strategic-cfo?delta=0,Succeeding as a Strategic CFO,Business,self paced,"$11,250",Advanced,"As capital markets and organizational strategies have evolved, so has the role of the chief financial officer (CFO). Today's CFOs are not just gatekeepers of a company's financial information; they serve as key strategic partners who must fulfill a broad set of responsibilities. In this program, you will learn what it takes to meet the demands of the CFO role. You will begin to build a robust set of skills in strategy, communication, and leadership that will enable you to drive innovation and lead organizational change.",Harvard Business School Online
249,https://online-learning.harvard.edu/course/aortic-aneurysms-and-dissections-what-every-clinician-should-know?delta=0,Aortic Aneurysms and Dissections: What Every Clinician Should Know,Health & Medicine,self paced,$50 - $125,Advanced,"This one-day CME course will provide the fundamentals of diagnosis and treatment for aortic aneurysms, chronic aortic disease, aortic dissection, and other acute aortic syndromes. The course is divided into 3 sessions: Ascending Aortic Aneurysms, Descending Thoracic and Abdominal Aortic Aneurysms, and Aortic Dissection and other Acute Aortic Syndromes. These comprehensive sessions will cover patient risk factors, evaluation, imaging, and current approaches for initial management and long-term follow-up of patients with aortic disease. Participants will gain an evidence base of medical knowledge to be able to manage patients with aortic disease and know when to refer for specialized treatment. ",Harvard Business School Online
250,https://online-learning.harvard.edu/course/autism-and-development-optimizing-and-integrating-service-delivery-models-neurodiverse?delta=0,Autism and Development: Optimizing and Integrating Service Delivery Models for the Neurodiverse,Health & Medicine,self paced,$385 - $540,Advanced,"This is an accredited, in-person course offered by Cambridge Health Alliance. This course is targeted to Primary Care Physicians, Specialty Physicians, Nurses, and Psychologists.",Harvard Business School Online
251,https://online-learning.harvard.edu/course/emerging-leaders-campus?delta=0,Emerging Leaders (On-Campus),Social Sciences,self paced,"$10,250",Intermediate,"Emerging Leaders is designed in three parts: skill building, integrated communications and policy analysis.",Harvard Business School Online
252,https://online-learning.harvard.edu/course/authentic-leader-development?delta=1,Authentic Leader Development,Business,self paced,"$15,750",Advanced,"Companies need to be developing leaders who exhibit high standards of integrity, take responsibility for their actions, and make decisions based on enduring principles rather than short-term expedience. The best leaders are authentic leaders—people whose inner compass guides their daily actions and enables them to earn the trust of subordinates, peers, and shareholders. In this program, you will uncover, analyze, and strengthen the unique characteristics that enable leading with authenticity and purpose—and become the type of outstanding leader you most admire.",Harvard Business School Online
253,https://online-learning.harvard.edu/course/leading-and-building-culture-innovation?delta=0,Leading and Building a Culture of Innovation,Business,self paced,"$15,750",Advanced,"As digital disruption accelerates, companies across all industries need more leaders who can build and motivate creative teams, leverage emerging technologies, and innovate again and again. But fostering innovation requires much more than a vision and direction from the top. This lab-style leadership program immerses you in every stage of the innovation process. You'll roll up your sleeves and experience first-hand what it really takes to build a collaborative culture that encourages idea sharing and creativity. You will return to your company ready to foster the incremental and breakthrough innovations that will drive your company's competitive advantage, growth, and performance.",Harvard Business School Online
254,https://online-learning.harvard.edu/course/senior-executives-national-and-international-security-campus?delta=0,Senior Executives in National and International Security (On Campus),Social Sciences,self paced,"$10,250",Intermediate,"Senior Executives in National and International Security is a dynamic and engaging on campus executive program. It consists of formal classes with top academics and practitioners that present views of the future and then allows for questions and discussion. There is group work on real world issues and built-in time for discussion with fellow participants. The range of interactions—from traditional academic learning activities to more intimate discussions and discourse—provide you with a well-rounded, hands on educational experience.",Executive Education
255,https://online-learning.harvard.edu/course/senior-executives-national-and-international-security-campus?delta=0,Senior Executives in National and International Security (On Campus),Social Sciences,self paced,"$10,250",Intermediate,"Senior Executives in National and International Security is a dynamic and engaging on campus executive program. It consists of formal classes with top academics and practitioners that present views of the future and then allows for questions and discussion. There is group work on real world issues and built-in time for discussion with fellow participants. The range of interactions—from traditional academic learning activities to more intimate discussions and discourse—provide you with a well-rounded, hands on educational experience.",Executive Education
256,https://online-learning.harvard.edu/course/strengthening-business-relationships-creating-strategic-alliances-and-building-trust?delta=2,Strengthening Business Relationships: Creating Strategic Alliances and Building Trust,Business,self paced,"$1,450",Intermediate,"Challenges of the digital workplace are not limited to strategy and technology changes. They also include new ways of working with your peers and connecting with your customers. As a result, you might notice that your new agile processes are exposing flaws in your relationships.",Executive Education
257,https://online-learning.harvard.edu/course/real-estate-data-investors-us-multifamily-december-2022?delta=0,Real Estate Data for Investors: US Multifamily - December 2022,Data Science,self paced,"$1,500",Intermediate,"Commercial real estate investment professionals are called to make wise decisions, yet we’re awash in often meaningless and contradictory information that passes for “data”. This program series will help you form an integrated perspective that galvanizes investor interest and enables action and most importantly, better results.",Executive Education
258,https://online-learning.harvard.edu/course/risk-management-corporate-leaders%E2%80%94virtual?delta=0,Risk Management for Corporate Leaders—Virtual ,Business,self paced,"$8,500",Advanced,"All organizations—even those with sophisticated models of risk exposure—are vulnerable to disaster. In most organizations, risk management attempts to avoid disasters by emphasizing compliance, internal controls, and conformance to standard operating procedures. This live online program takes a more comprehensive and strategic view of risk management. It provides frameworks and tools for senior leadership and corporate boards to strengthen your company's approach to managing both internal and external risks. You will return from this virtual program ready to develop and implement innovative strategies by better identification and mitigation of the attendant risks.",Executive Education
259,https://online-learning.harvard.edu/course/consultants-toolkit?delta=7,The Consultant's Toolkit,Business,self paced,"$2,895",Intermediate,Internal and external consultants alike rely on a variety of consulting tools to diagnose organizational problems and identify and evaluate potential solutions.,Executive Education
260,https://online-learning.harvard.edu/course/negotiation-and-leadership-6?delta=0,Negotiation and Leadership,Business,self paced,"$4,997",Intermediate,"At Negotiation and Leadership, you will test your beliefs and assumptions, overcome emotional and rational biases, examine complex negotiation scenarios, and discover a range of competitive and cooperative negotiation strategies. In this acclaimed program, we compress 30 years of groundbreaking research into six thought-provoking sessions. In sessions taught by our expert faculty, you’ll broaden your understanding of negotiating concepts, acquire proven negotiating techniques, and have the opportunity to put your learning into practice.",Executive Education
261,https://online-learning.harvard.edu/course/smarter-collaboration-master-class-advanced-practices-transform-client-service-and-engage?delta=0, Smarter Collaboration Master Class: Advanced Practices to Transform Client Service and Engage Your Workforce,Business,self paced,"$11,500",Advanced,"Professional service firm leaders are being asked to solve increasingly complex problems and provide comprehensive solutions to clients and boost profits. In her books Smart Collaboration and forthcoming Smarter Collaboration, Dr. Heidi K. Gardner shows when specialists collaborate across silos, firms can earn higher margins, enhance client service, engage and retain the best talent, and gain a competitive edge.",Executive Education
262,https://online-learning.harvard.edu/course/advanced-business-strategy-gaining-competitive-edge?delta=8,Advanced Business Strategy: Gaining a Competitive Edge,Business,self paced,"$2,895",Advanced,"If you’ve reached an inflection point in your career where you’re making increasingly important strategic decisions, this three-day online advanced strategy program will prepare you for these challenges.",Executive Education
263,https://online-learning.harvard.edu/course/advanced-negotiation-skills?delta=9,Advanced Negotiation Skills,Business,self paced,"$2,895",Advanced,"Becoming an expert negotiator requires the ability to structure and execute complex negotiations effectively. But because many negotiators don’t have the knowledge or tools, they find themselves in situations where they keep getting the same results.",Executive Education
264,https://online-learning.harvard.edu/course/building-organizational-cultures-framework-leaders?delta=7,Building Organizational Cultures: A Framework for Leaders,Business,self paced,"$2,895",Intermediate,Why do some cultures thrive while others languish? And what role do leaders play in helping cultures thrive? Organizational cultures are living systems that can be intentionally influenced and developed through a system of interrelated elements.,Executive Education
265,https://online-learning.harvard.edu/course/aligning-strategy-and-sales?delta=0,Aligning Strategy and Sales,Business,self paced,"$15,500",Advanced,"A company's sales organization is a core vehicle for implementing business strategy—yet there's often a big gap between the company's strategic objectives and the way its sales organization actually functions. In this program, you will examine the critical relationship between business strategy and sales activities and discover how to synchronize your strategic priorities, go-to-market initiatives, and sales team to boost revenue and long-term success.",Executive Education
266,https://online-learning.harvard.edu/course/beyond-strategic-planning-implementation-sustainment?delta=1,Beyond Strategic Planning: From Implementation to Sustainment,Business,self paced,"$2,895",Intermediate,"Having a strategic plan doesn’t guarantee that you will succeed in achieving your goals, much less sustain them. Once you have your strategy, the crucial question is what do you do next to achieve your goals?",Executive Education
267,https://online-learning.harvard.edu/course/communication-strategies-presenting-impact?delta=6,Communication Strategies: Presenting with Impact,Business,self paced,"$2,895",Intermediate,"Delivering a presentation can cause even the most confident among us to break a sweat. Whether you are delivering a formal presentation, making a pitch, or leading a group discussion, communicating your message with poise, confidence, and conviction is essential in connecting with your audience and inspiring them by building trust and credibility.",Executive Education
268,https://online-learning.harvard.edu/course/presenting-confidence-how-great-leaders-craft-and-design-persuasive-presentations-sell?delta=2,"Presenting with Confidence: How Great Leaders Craft and Design Persuasive Presentations That Sell Products, Inspire Teams, and Build Brands",Business,self paced,"$1,700",Intermediate,"Ideas are the currency of the 21st century. The ability to communicate your ideas persuasively is the single greatest skill you can learn to succeed in a globally competitive world. Through stories, videos and case examples, this program offers an actionable, step-by-step method anyone can adopt to create and deliver inspiring in person or virtual presentations that are engaging, persuasive and memorable. Key topics include: applying storytelling methods, creating presentation headlines, utilizing the rule of three, building multisensory experiences, making statistics instantly memorable, delivering authentic presentations with confidence, creating a message map around your story; learning practice methods for seamless delivery in person or virtually. This online course includes a scheduled private one-on-one consultation via phone or remote video with the instructors following the program dates. ",Executive Education
269,https://online-learning.harvard.edu/course/managing-yourself-and-others?delta=11,Managing Yourself and Others,Business,self paced,"$2,895",Intermediate,"Think of the leaders you most admire. They seem to easily juggle competing demands, confidently motivate their teams to achieve optimum results, effectively navigate across the organization, and never lose their composure. These executives make the job look simple—but it’s not.",Executive Education
